商品名稱,品牌名稱,累積金額,商品單價,商品網址,商品規格,剩餘時間,集資期間(30天內開團的商品),集資開始,集資結束,新品入榜
AIRone 智慧型光觸媒空氣淨化器｜0 耗材，革命性『光分解引擎』淨化永不減弱，異味甲醛病菌都消滅！,圓方生活YFLife ,2882530,3490,https://www.zeczec.com/projects/airone,"世界最小智慧型空氣淨化器。24小時空氣品質、CO2、溫度、濕度即時偵測與淨化力自動調節、黴菌病毒傳播預警功能，是您最貼心的空氣保鑣。獨家H2O再生技術及可拆洗光觸媒引擎，淨化能力永不減弱 ！,zeczec",29 天,2022/12/15 12:00 – 2023/01/31 23:59,2022-12-15 12:00:00,2023-01-31 23:59:00,
一鍵全自動充氣－Jodo！啵啵椅，隨身專屬沙發，讓世界美景都變成你家客廳,Jodo！,2023160,4280,https://www.zeczec.com/projects/jodo-pop-chair,"21 世紀可以把沙發帶出家門了！突破市面充氣用具的設計思維，一鍵按下立刻自動充氣，你的「個人專屬沙發」就此誕生～圓弧椅身打造雲朵包覆坐感，不管是草地、海邊、露營都像在家一樣舒適。,zeczec",19 天,2022/12/21 12:00 – 2023/01/21 23:59,2022-12-21 12:00:00,2023-01-21 23:59:00,
HOMI｜地表最強遠紅外線日常&防水機能連帽外套 TheHood & TheHood Pro,HOMI CREATIONS 合覓創造,1899400,5560,https://www.zeczec.com/projects/homi-thehood-thehood-pro,"MIT 第一件完整導水設計的連帽防水外套，防水不僅是布料規格，導水及流向更是關鍵！ 日常的連帽外套，更應該有貼近現代的收納及外型設計！,zeczec",29 天,2022/12/13 20:00 – 2023/02/01 02:00,2022-12-13 20:00:00,2023-02-01 02:00:00,
美國 OASIS 濾淨飲水機｜1 秒瞬熱 X 急速製冷 X UVC 抑菌，每刻都能享受純淨好水！,OASIS ,1557660,9390,https://www.zeczec.com/projects/oasis-curve,"美國百年飲水機領導品牌，滿足安心生飲等級！半導體急速製冷 X 1 秒瞬熱，冰熱飲一鍵智控隨時即飲！過流式 5 層過濾淨化濾芯與 UVC 抑菌，讓每杯都是純淨新鮮水。,zeczec",4 天,2022/12/08 12:00 – 2023/01/06 23:59,2022-12-08 12:00:00,2023-01-06 23:59:00,
熟成清水模落地音響，聲來有型｜台灣手工、藍牙、五單體、獨立可調重低音,二十二設計有限公司,1486600,18800,https://www.zeczec.com/projects/bt3concretespeaker,"22STUDIO 與台灣音響品牌 minfort 合作推出「熟成清水模落地音響」，期望結合「豐富細膩的音質感受」、「現代極簡的造型設計」與「高超的原材料工藝」讓你的生活更美好。,zeczec",25 天,2022/12/06 12:00 – 2023/01/27 23:59,2022-12-06 12:00:00,2023-01-27 23:59:00,
量身打造專屬你的衣帽包架｜走走家具解決棘手收納困擾，改善易亂體質！,走走家具 GOGO Furniture,1469530,25500,https://www.zeczec.com/projects/cloth-rack,"容量精巧收納剛剛好，不讓衣帽架成為家中混亂的角落，妥善收納日常用品，打造清爽整齊的衣帽包空間，多種擴充配件可選擇，配出你的專屬衣帽架,zeczec",31 天,2022/12/05 21:00 – 2023/02/02 23:59,2022-12-05 21:00:00,2023-02-02 23:59:00,
[100% 原創] P-Flash 智慧並聯式，金屬閃光彈行動電源,LMC & Co.銅雀股份有限公司,1330280,2380,https://www.zeczec.com/projects/p-flash,"1:1 閃光彈造型，拉掉安全插銷後保險桿立即彈開並點亮手電筒。 無限擴充式行動電源。讓您不論身處何種戰場，都能有源源不絕的電力與中二力！,zeczec",15 天,2022/12/22 21:00 – 2023/01/17 23:59,2022-12-22 21:00:00,2023-01-17 23:59:00,
德國百靈 PowerBlend 9 多動向智能調理機｜頂級轉速 x 口感自訂 x 自動清潔,Braun Household,1312200,13800,https://www.zeczec.com/projects/powerblend9,"百年德國品牌百靈以創新科技，打造 42000 轉高速馬達，搭配獨家多動向技術與 18 種料理模式，各式醬料、健身減脂飲品，還是肉漿料理，都能輕鬆上桌！,zeczec",15 天,2022/12/22 12:00 – 2023/01/18 12:00,2022-12-22 12:00:00,2023-01-18 12:00:00,
【 Airmate｜智慧WIFI石墨烯電暖器 】智慧恆溫Ｘ遠端遙控，石墨烯傳導黑科技，極速打造溫暖空間！,Airmate艾美特,1189780,4780,https://www.zeczec.com/projects/airmate-wifi,"Airmate艾美特 - 精緻生活小家電的台灣第一品牌 專注於與空氣改良有關的家用電器產品，「為人類創造優質生活」提供消費者更優質的產品。,zeczec",9 天,2022/12/07 12:00 – 2023/01/12 02:00,2022-12-07 12:00:00,2023-01-12 02:00:00,
【VRTX】王者套件．超過200件訓練動作零侷限，採用獨家專利編織材質，安全耐拉扯、質感收納兼具的居家訓練組,VRTX,1150390,6499,https://www.zeczec.com/projects/vrtx-the-king-of-home-training,"來自美國的VRTX這次把最頂尖的居家訓練體驗帶來台灣了！扣環與各式套件的切換，只要一個背包大小的收納空間，就能讓你在家體驗超過200種以上訓練變化🔥,zeczec",4 天,2022/12/05 20:00 – 2023/01/06 23:59,2022-12-05 20:00:00,2023-01-06 23:59:00,
 POWER GUARD 嗶嗶好朋友｜電流偵測插座，用電安全不靠猜！自動偵測過載主動提醒！,Elevon,1004675,690,https://www.zeczec.com/projects/elevonBBMATCH,"居家防護從源頭做起！用電不要靠直覺，靠視覺和聽覺維護你的生命安全。一款貼近生活的居家防護好朋友。從源頭把關用電安全的轉接器。,zeczec",44 天,2022/12/08 21:00 – 2023/02/16 02:00,2022-12-08 21:00:00,2023-02-16 02:00:00,
【神隊源-22W多合一快充行動電源】集「充電頭、蘋果線、安卓線、無線充電盤、磁吸充、雙支架」於一身！,POLYBATT,954052,1368,https://www.zeczec.com/projects/POLYBATT_SUPER7,"符合全球電壓 100-240V！支援各項快充協議，可多設備同時輸出、邊充邊放，22W有線+15W無線，ㄧ機在手遨遊四海～,zeczec",34 天,2022/12/08 12:00 – 2023/02/06 09:00,2022-12-08 12:00:00,2023-02-06 09:00:00,
Poketto | 全型口袋包,greenroom,945440,1380,https://www.zeczec.com/projects/poketto,"4 種背法的多功能小包，容量可切換，立體大空間網袋，可單背或升級裝備。,zeczec",13 天,2022/12/15 12:00 – 2023/01/15 23:59,2022-12-15 12:00:00,2023-01-15 23:59:00,
KUHN RIKON 經典白防水購物拖輪車｜購物採買、出國血拼、露營野餐，一袋輕鬆搞定！,瑞康國際,892824,4999,https://www.zeczec.com/projects/KR-waterproofshopper,"瑞康屋全新力作！與瑞士百年品牌共同設計，超乎想像的大容量，裝滿50kg一樣滑順好推！潔白車身擁有超強防潑水，髒污下雨都不怕！不使用時還可摺疊收納，就要讓你「便利 優雅 品味生活袋著走！」,zeczec",27 天,2022/12/21 12:00 – 2023/01/30 12:00,2022-12-21 12:00:00,2023-01-30 12:00:00,
呼哩金好睏【科技雙面床墊】讓高科技幫你夜夜好眠,純粹。眠,830720,19800,https://www.zeczec.com/projects/jinhaokun,"拜拜了輾轉難眠、起床時的疲累►有效降溫、排放靜電強化體內環保、不干擾獨立筒設計◀︎你尋尋覓覓的床墊就在這！,zeczec",31 天,2022/12/20 21:00 – 2023/02/02 23:59,2022-12-20 21:00:00,2023-02-02 23:59:00,
【營養正義】8合1頂級瑪卡精胺酸鋅 | 只賺您100圓左右的合理利潤 | 全成分世界頂尖大廠品牌原料,BIO O BioMed 百圓生醫科技,774921,3447,https://www.zeczec.com/projects/bio-o-maca-sport-plus,"你受夠了市面上有效成分不足貴又無感的增強體力產品嗎?新的一年就是要滿滿元氣與強大體力!8大頂級爆量營養素，一盒30包給您30日滿載補給，體驗最有感的增強體力!除了一支抵8支之外，還幫您省荷包!,zeczec",28 天,2022/12/23 12:00 – 2023/01/31 02:00,2022-12-23 12:00:00,2023-01-31 02:00:00,
愛的四十八手！臉紅體位床遊——第一套藝術精品級情慾牌卡,臉紅紅,647604,1469,https://www.zeczec.com/projects/lhh48cards,"愛的 48 手，屬於你的體位床遊，這一次讓我們為了愉悅、為了美、為了享受而做，由你主動，做你想做。產品包含 48 張絕美體位牌卡＋一本指引圖鑑＋眼罩綁手絲滑兩用巾，按圖索驥，探索你的愉悅招式。,zeczec",33 天,2022/12/08 21:00 – 2023/02/04 23:59,2022-12-08 21:00:00,2023-02-04 23:59:00,
【 bitplay 全天候防水輕量風雨衣 】都會風格的超機能防風雨外套,bitplay,634240,4690,https://www.zeczec.com/projects/bitplay_wandercoat,"專門為台灣潮濕黏膩的氣候設計，專業戶外等級全防水 x 都會經典風衣版型 x 最新專利機能布料，快速收納攜帶，適應天氣變化、百搭不同身型的防風雨大衣。,zeczec",10 天,2022/12/12 12:00 – 2023/01/12 23:59,2022-12-12 12:00:00,2023-01-12 23:59:00,
ARpedia 兒童互動英文繪本｜將「學習」與「娛樂」融合， 一步一步啟發孩子的語言思考能力。,AR PEDIA,604000,3800,https://www.zeczec.com/projects/arpedia,"「Into the Curiosity Q」為包含10種不同主題的AR兒童英文繪本，搭配長頸鹿SPOTTY 讓圖書中的角色們活起來，還有多種卡牌提供不同互動模式，從此學英文變成最期待的時刻！,zeczec",7 天,2022/12/07 20:00 – 2023/01/09 23:59,2022-12-07 20:00:00,2023-01-09 23:59:00,
百樂水活氧廚房食材淨泡機｜業界第一 99.999% 殺菌力，通過 SGS 多項認證、歐盟認可，農藥/致病菌/異味一次擊殺！全球破千家五星餐飲集團、牙醫診所唯一指名。,嘉儀企業股份有限公司,580800,8800,https://www.zeczec.com/projects/biolux,"業界超霸殺菌力 99.999%，通過 SGS 及歐盟的高安全性，每秒50千兆活氧分子，有效降解農藥，生鮮食材／廚房用具／食器抹布皆安全殺菌無殘留！守護全家，長輩與小孩也能安心用。,zeczec",13 天,2022/12/15 12:00 – 2023/01/15 23:59,2022-12-15 12:00:00,2023-01-15 23:59:00,
法國 AGiM 壓炸鍋｜可壓力、可氣炸，10機一體，挑戰最全能料理家電！,法國AGiM,550440,4680,https://www.zeczec.com/projects/agim-airfryer-pressurecooker,"創新壓力與氣炸的結合，一機可取代壓力鍋、氣炸鍋、烤箱等10種家電，節省廚房50%的空間；減油同時更能鎖住食物水分，微電腦智能觸控設計，一鍵完成多種料理，輕鬆滿足全家人所需！,zeczec",15 天,2022/12/06 12:00 – 2023/01/18 02:00,2022-12-06 12:00:00,2023-01-18 02:00:00,
【 Ultra sonic｜超音波震動洗物機 第二代】每秒5萬次超音波震動，彈掉髒污、UVC深層殺菌,Ultra sonic ,544620,3680,https://www.zeczec.com/projects/ultrasonic2,"新型清洗神器「超音波震動洗物機」功能改良再進化！ 不只洗衣，洗水果、盤子、飾品通通都能一機搞定! 超微細泡泡碰撞污垢根源，髒污連根拔除！第二代增加獨家UVC紫外線燈，洗淨更升級！,zeczec",7 天,2022/12/15 12:00 – 2023/01/10 02:00,2022-12-15 12:00:00,2023-01-10 02:00:00,
海外熱銷千萬！【Hurdle 多功能鵝型衣褲架】把衣物收納變簡單🪄,CollaboSpace Taiwan,540640,950,https://www.zeczec.com/projects/hurdle,"同時具備簡約外型及使用便利性，多樣貼心設計讓你能夠更簡單、快速地整理衣褲，把你的衣櫃空間變大變整齊～,zeczec",32 天,2022/12/20 20:00 – 2023/02/04 02:00,2022-12-20 20:00:00,2023-02-04 02:00:00,
ISHIKEN 多功能靴型睡袋｜日本製造，高科技人造羽絨超輕量保暖＋可機洗設計，滿足台灣四季使用 ,ISHIKEN株式會社,535950,6950,https://www.zeczec.com/projects/ishiken,"戶外生活也能睡得像在家一樣！日本職人手工製造的 ISHIKEN 多功能睡袋，使用人工科技羽絨，打造超輕保暖的睡眠體驗，更適用於台灣多變氣候，為每次旅途留下美好回憶。,zeczec",37 天,2022/12/13 21:00 – 2023/02/09 02:00,2022-12-13 21:00:00,2023-02-09 02:00:00,
SWANZ 魔法瓶｜首創防摔淨瓷保溫瓶,Swanz 天鵝瓷,534190,1440,https://www.zeczec.com/projects/swanzMbottle,"首創防摔淨瓷保溫瓶，內裏使用與新加坡科研局A*STAR一同研發的專利淨瓷層，耐用、易潔又輕盈，更不用擔心輕輕摔就有破裂的疑慮，750ml容量搭配高防漏杯蓋設計，讓您如何攜帶都超安心！,zeczec",16 天,2022/12/22 21:30 – 2023/01/19 03:00,2022-12-22 21:30:00,2023-01-19 03:00:00,
