集資項目,提案人,累積金額,產品單價,項目網址,項目規格,剩餘時間,集資期間,集資開始,集資結束
amadana 極簡卡式爐 | 俐落外型 x 小巧便攜，好好生活先從好好吃飯開始,amadana Taiwan,765824,4990,https://www.zeczec.com//projects/amadana,"100% 日本設計製造，僅 1.5 Kg 告別傳統笨重憨厚卡式爐形象，全鋁鑄機身搭配十字型鍋架，從咖啡到輕食通通沒問題！,zeczec",39 天,2022/04/26 20:00 – 2022/06/16 23:59,2022-04-26 20:00:00,2022-06-16 23:59:00
【日日居ZEZEGOOD｜ZEfoam零壓科技綿】睡眠新革命 三眠制釋壓床墊 挑好床枕 從“材質”開始,日日居 ZEZEGOOD,752030,2230,https://www.zeczec.com//projects/zezegood-zefoam,"挑好床枕 從“材質”開始 遍尋全球床墊材質，由專利材質出發，你知道記憶綿、乳膠、獨立筒，但你可能不知道「ZEfoam零壓科技綿」。,zeczec",29 天,2022/04/28 19:00 – 2022/06/06 23:59,2022-04-28 19:00:00,2022-06-06 23:59:00
【Lala Kitchen｜正宗韓國製無煙火烤盤】韓國專利技術，無煙烤肉，火鍋、燒烤一盤搞定！,Lala Kitchen,714821,2390,https://www.zeczec.com//projects/lala-kitchen,"韓國專利技術，讓你烤肉時，不再霧濛濛！同時「燒烤」、「火鍋」擁有最讚的韓式燒烤體驗！,zeczec",18 天,2022/04/21 12:00 – 2022/05/27 02:00,2022-04-21 12:00:00,2022-05-27 02:00:00
【 Cabeau｜ incredi-belt 超能護腰帶 】輕便好收納，全球第一個隨身體移動的護腰帶，你的脊椎守護大師！,Cabeau Taiwan,675565,1090,https://www.zeczec.com//projects/cabeau,"提供最穩定隨心的守護！輕巧便攜的 【 Cabeau｜ incredi-belt 超能護腰帶 】無論你在哪，超能護腰帶給你更舒適的生活！,zeczec",24 天,2022/04/20 12:00 – 2022/06/02 02:00,2022-04-20 12:00:00,2022-06-02 02:00:00
 The Marglobel 麥哲倫地球儀｜一起重回大航海時代 創造屬於您的冒險故事,質木模型,669650,1850,https://www.zeczec.com//projects/marglobel,"麥哲倫地球儀，以麥哲倫航行全球為設計概念，USB馬達電動自轉，3D展示海洋分布和陸地結構，不只是有趣的桌上擺飾，也是精緻的科學教材，707個零件，絕對能讓您感受DIY組裝的樂趣。,zeczec",44 天,2022/05/04 21:00 – 2022/06/22 02:00,2022-05-04 21:00:00,2022-06-22 02:00:00
【IDMIX / P140 / 140W GaN 氮化鎵快速充電器】爆猛 140W 充電王者降臨！同級最高功率、支援 PD3.1、2C1A 強效輸出！,Chic Flott 奇舫優選,630673,1980,https://www.zeczec.com//projects/idmix-p140-140w-gan-140w-2c1a,"同級最高規格 140W 輸出功率，可支援 MacBook Pro 全速充電 & 眾多品牌之筆記型電腦、平板電腦、智慧型手機進行充電，日用、差旅、辦公、出遊，就這麼一顆，搞定你的充電事！,zeczec",37 天,2022/04/15 12:00 – 2022/06/14 23:59,2022-04-15 12:00:00,2022-06-14 23:59:00
韓國 HYUNDAI 捲捲地板｜輕輕一滾，DIY居家改造超easy！吸震隔音、軟底設計，寵物嬰兒都安心！,韓國 Hyundai 現代科技家居,537430,2180,https://www.zeczec.com//projects/hyundai-rolling-floor,"韓國 HYUNDAI 最新「捲捲地板」，不僅擁有舒適腳感，更能吸震隔音，九大功能輕鬆幫您解決家裡傳統地板的問題，最重要的是：自己鋪5坪地板只要1小時，租屋族也能輕鬆上手！,zeczec",41 天,2022/05/05 12:00 – 2022/06/19 02:00,2022-05-05 12:00:00,2022-06-19 02:00:00
新革命、新生活！新一代DIKE濾淨瞬熱式飲水機｜通用所有市售濾芯、3L大容量,DoubleLife,483120,3090,https://www.zeczec.com//projects/DIKE_HCE100,"再也不用被品牌綁架了！想喝什麼口感，就依需求隨心選擇濾芯！內托零滲漏設計，360無死角過濾淨化；6段水溫、4段水量，你家中的神助手！,zeczec",18 天,2022/04/26 12:00 – 2022/05/26 23:59,2022-04-26 12:00:00,2022-05-26 23:59:00
New KableCARD︱都市生存卡 2.0，搞定充電所有事，城市生存再進化！,CARD x 甲子,460984,899,https://www.zeczec.com//projects/newkablecard,"這次我們將都市生存化再進化 New kablecard 並搭配卡片系列的個人皮卡燈 CARD Light，讓個人城市生存裝備更完善 !,zeczec",23 天,2022/05/05 10:00 – 2022/05/31 23:59,2022-05-05 10:00:00,2022-05-31 23:59:00
去去毒菌走！ O₃ Kobin 地表最小臭氧水生成儀 | 革命性的魔法武器,Liv-Light,306752,2380,https://www.zeczec.com//projects/O3Kobin,"Liv-Light 生活更輕鬆、自在 ｜O₃ Kobin 為台灣第一支隨身攜帶的臭氧水生成儀 | 劃時代的新生活提案｜只要加水，隨時隨地的安心體驗。,zeczec",14 天,2022/04/22 12:00 – 2022/05/23 02:00,2022-04-22 12:00:00,2022-05-23 02:00:00
一起支援貓媽媽 ►「奶貓中繼站」為 80 隻奶貓孤兒，籌奶粉錢！,一起夢想,294488,100,https://www.zeczec.com//projects/love-animal-510,"4-6月奶貓潮，當人類在慶祝母親節，卻有一群奶貓孤兒因為不同原因失去了母親的呵護。為此，有一群熱誠的「志工貓媽媽」接下了救援任務，卻缺乏足夠的奶水食物，急需要您們的贊助，一起籌措奶粉錢！,zeczec",23 天,2022/05/01 00:00 – 2022/05/31 23:59,2022-05-01 00:00:00,2022-05-31 23:59:00
 【Cleer CRESCENT 🌙 新月高級智慧無線藍牙音響】8項國際大獎！限量快速到貨 🔥 支援Hi-res高保真音質、3種聆聽模式、Google語音助理，旗艦級的智能家居，磅礡登場！,Cleer,262400,32800,https://www.zeczec.com//projects/Cleer-CRESCENT,"擁有8顆中高音、2顆重低音喇叭的Cleer新月智慧藍芽音響，讓您在家就能擁有影院級別的聽覺饗宴！,zeczec",33 天,2022/04/26 10:30 – 2022/06/10 23:59,2022-04-26 10:30:00,2022-06-10 23:59:00
《請上車》爽快的路徑規劃紙筆遊戲，在倫敦和紐約公車設立最受歡迎的巴士路線吧！,栢龍玩具,182190,750,https://www.zeczec.com//projects/Get-on-Board,"請上車是一款爽快的路徑規劃紙筆遊戲，比起一般的紙筆遊戲，有著高度的玩家互動且精美的遊戲配件，更有超乎想像的重玩性。,zeczec",7 天,2022/04/15 12:00 – 2022/05/15 23:59,2022-04-15 12:00:00,2022-05-15 23:59:00
超級食物纖萃飲 | 新纖美學 • 原生源起 | 高效萃取技術 #TIAC4 TECH™ 完整保留羽衣甘藍營養,原生源起,175131,1650,https://www.zeczec.com//projects/YUANSEN_YUANCHI,"你的送禮最佳選擇。每一口都是頂級纖維，真實蔬菜打造的質感生活！ 獨創非水溶性膳食纖維保健飲品，由專業醫學團隊研發，用最天然的食物，給你最純淨的美味。,zeczec",53 天,2022/05/01 12:00 – 2022/06/30 23:59,2022-05-01 12:00:00,2022-06-30 23:59:00
一起支持病友媽媽 ► 身為「先天性成骨不全症」的母親，每一天都小心翼翼，請幫助我守護他們！,一起夢想,168210,100,https://www.zeczec.com//projects/OI-510,"「先天性成骨不全症」的患者又俗稱「玻璃娃娃」，孩子容易反覆骨折，留下長短腳後遺症；或者因骨骼變形，出現鐮刀手、鐮刀腳、脊柱畸形、聽力不佳、肌肉無力等 ...... 要守護他們長大，困難重重！,zeczec",23 天,2022/05/01 00:00 – 2022/05/31 23:59,2022-05-01 00:00:00,2022-05-31 23:59:00
一起支持工傷媽媽 ► 做工的爸媽受傷後，家庭該怎麼辦呢？《陪媽媽兜風》繪本共讀巡迴計畫,一起夢想,145260,100,https://www.zeczec.com//projects/tavoi-510,"只要做工作，就可能經歷工作傷害！母親節此刻，台灣有許多工傷家庭正在經歷措手不及的艱難，而且可能就是我們周遭的同學親友。透過繪本共讀計畫，從小開始建立對於「工傷」的理解與重視。,zeczec",23 天,2022/05/01 00:00 – 2022/05/31 23:59,2022-05-01 00:00:00,2022-05-31 23:59:00
一起幫助迷惘的媽媽 ► 讓暴力不再發生、不再惡性循環，讓母親找回自己的角色,一起夢想,115620,100,https://www.zeczec.com//projects/jedidiah_510,"暴力會摧毀一個家。當不幸發生後，若能讓專業諮商、團體溝通課程及早介入，就能幫助這些有暴力風險的家庭，儘早重建關係。而飽受驚嚇的孩子們，也有機會獲得療癒、學習新的人際互動方式，避免暴力惡性循環。,zeczec",23 天,2022/05/01 00:00 – 2022/05/31 23:59,2022-05-01 00:00:00,2022-05-31 23:59:00
牙縫老卡食物，用傳統牙線又怕牙縫增大嗎？ 有 wesmile 衝浪男孩 水牙線沖牙機 就不用擔心了！,躍杰股份有限公司,105510,2880,https://www.zeczec.com//projects/wesmile-4972b044-d30f-4cff-ba28-c6f908eeecfb,"wesmile 衝浪男孩 水牙線沖牙機，輕鬆清除牙縫污垢，不會造成牙縫增大！,zeczec",10 天,2022/04/19 13:00 – 2022/05/18 23:59,2022-04-19 13:00:00,2022-05-18 23:59:00
一起支持遲緩兒媽媽 ► 贊助一本童書！讓偏鄉遲緩兒能從小開始，透過閱讀進行治療,一起夢想,104810,100,https://www.zeczec.com//projects/rortaiwan-510,"這個母親節：贊助募集 300 本童書，送入 300 個弱勢家庭，陪超過 300 個孩子一起說故事。透過閱讀，能提早發現遲緩兒徵兆，讓他們有機會追上其他孩子的腳步！,zeczec",23 天,2022/05/01 00:00 – 2022/05/31 23:59,2022-05-01 00:00:00,2022-05-31 23:59:00
獨家首創最耐操耐衝的聲波極限衝鋒襪｜全方位運動X最強吸震防護 登峰潮流再進擊 躍出雙腳的衝勁！,藍盾騎士 Lendan Knight,94685,740,https://www.zeczec.com//projects/ldknight123,"駕馭所有運動的聲波極限衝鋒襪，五項登峰制霸功能，最強抗震舒緩、乾爽舒適、耐磨耐操等職業級感受，讓您運動時衝鋒前線，足下安心無『味』！,zeczec",49 天,2022/05/05 20:00 – 2022/06/26 23:59,2022-05-05 20:00:00,2022-06-26 23:59:00
 [ 植直大 ti̍t-ti̍t-tuā｜身高量表 ] 全新概念紀錄成長的獨一無二,A plant studio｜那間觀葉植物店,81990,650,https://www.zeczec.com//projects/tiit-tiit-tua,"用新方式記錄孩子的成長，以植物圖鑑海報的形式融入居家公共空間，讓大家看見並好好保存。,zeczec",35 天,2022/04/11 20:00 – 2022/06/12 23:59,2022-04-11 20:00:00,2022-06-12 23:59:00
云威優品省電罩｜節省冷氣電費+環境抑菌新概念｜方便簡潔，不需要外加電源的物理環保產品, 云威優品,74382,1490,https://www.zeczec.com//projects/win-way-excellent,"輕鬆安裝云威優品省電罩在冷氣機出風口，冷氣通過特殊網狀結構材料，達到節省冷氣電費並可在冷氣空間內抑菌的新產品。,zeczec",38 天,2022/04/18 11:00 – 2022/06/15 23:59,2022-04-18 11:00:00,2022-06-15 23:59:00
一起支持長照媽媽做健檢 ► 心力交瘁的照護者如果倒下，倒下的將是一個家庭,一起夢想,62610,100,https://www.zeczec.com//projects/mdvi-510,"幫 40 個單親視多障家庭，募集健康檢查與家庭訪視費，讓障礙兒的家長能夠繼續支撐下去。,zeczec",23 天,2022/05/01 00:00 – 2022/05/31 23:59,2022-05-01 00:00:00,2022-05-31 23:59:00
一鍵啟動，幫你90天自動真空保鮮，日本智慧真空器專家「Cielob 」 ,Neo Choice ,52540,1480,https://www.zeczec.com//projects/cielob,"「更新鮮」「更方便」「更健康」 Cielob 採用最新自動真空技術，最高45kpa真空度! “抗氧+防腐+智慧收納” 保持食材長久新鮮，讓烹飪料理變得更美味更有趣。,zeczec",53 天,2022/05/03 21:00 – 2022/07/01 11:00,2022-05-03 21:00:00,2022-07-01 11:00:00
韓國Paseco窗型冷氣｜節能、環保、簡易DIY安裝拆卸，抵制炎夏，有感降溫,普珹有限公司,39980,19990,https://www.zeczec.com//projects/paseco-tw,"韓國Paseco窗型冷氣開發、設計、生產均 100% 韓國製造產品，主打節能、環保、好安裝、好拆卸，低噪音、不占空間，適合非永久居住區(如租屋者)來使用。,zeczec",43 天,2022/05/03 12:00 – 2022/06/21 02:00,2022-05-03 12:00:00,2022-06-21 02:00:00
【 SHIH LEI 時光自動真空寶｜儲食新概念空間】8L真空負壓保鮮大容量，雙層結構超好裝，一旋鈕典藏最初美好風味！,SHIH LEI世磊實業,36900,2900,https://www.zeczec.com//projects/SHIHLEI,"新鮮IN！瓶罐OUT！真空負壓延長保鮮、簡單易用蓄電免配件、使用空間不受限、智慧提醒、美型時尚，封存霎那、重現最初只要瞬間。,zeczec",42 天,2022/04/20 12:00 – 2022/06/20 02:00,2022-04-20 12:00:00,2022-06-20 02:00:00
【Artemis迷你雲端隨身碟】 自動備份所有資料到雲端空間, Amaryllo Inc. 愛瑪麗歐股份有限公司,32731,1990,https://www.zeczec.com//projects/amaryllo-artemis,"Artemis迷你雲端隨身碟是一個專利申請中的創新的產品，在協助解決資料遺失和被竊取問題的同時，搭配愛瑪麗歐雲增加資料的儲存空間，幫助您保護並珍藏所有重要的資料。,zeczec",15 天,2022/04/25 20:00 – 2022/05/23 23:59,2022-04-25 20:00:00,2022-05-23 23:59:00
富士山原裝進口水素水｜微鹼性小分子，水質細膩，甘甜順口的礦泉水，台灣唯一日本富士山原裝進口水,fujisunsui,30665,599,https://www.zeczec.com//projects/FujiSunSui,"日月精華，富士山的水品牌，健康生活本質，從喝水開始。天然礦泉，富含微量元素、二氧化矽，最貼近身體的微鹼性，台灣唯一日本富士山原裝進口水,zeczec", 38 小時,2022/04/20 12:00 – 2022/05/10 23:59,2022-04-20 12:00:00,2022-05-10 23:59:00
AIR智能口罩風扇空氣清淨機 解放呼吸革命 空氣對流效應 徹底解決口罩悶濕臭 淨化空氣 預防空污、粉塵、動物毛屑吸入 暢快呼吸 擺脫炎炎夏日 不再脫妝 涼感親膚3D立體口罩支架 增加涼感新鮮空氣 提升活力,Huapeng Era Taiwan,30161,1690,https://www.zeczec.com//projects/air-mask-fan,"44克輕量輕巧，和口罩融為一體，攜帶方便，時尚百搭，上班運動無負擔，有效防止細菌、霧霾吸入體內，外出安全放心，適用任何款式的口罩，二氧化碳隨獨特散熱風道迅速排出， 防止口罩內累積過多廢氣，對眼鏡...,zeczec",26 天,2022/04/28 12:00 – 2022/06/04 02:00,2022-04-28 12:00:00,2022-06-04 02:00:00
雲林北港『鮮烘黑金剛花生』，可愛阿公75年的在地情懷，香脆濃郁無添加。【尋農高手】,尋農高手,27220,300,https://www.zeczec.com//projects/pzhang-ri-rong,"位在雲林北港今年已86歲的花生阿公，自年輕起就開始種植花生，對於花生的栽培經驗非常豐富，多年來堅守著對花生與土地的情誼，種出最優質可口的黑金剛花生！,zeczec",7 天,2022/04/18 12:00 – 2022/05/15 23:59,2022-04-18 12:00:00,2022-05-15 23:59:00
【虎爺將軍聖誕千秋】闔家拜拜最喜氣的供品－炭大桔虎爺開運皂！虎力保護！,88財神,25340,460,https://www.zeczec.com//projects/moneygods-tiger,"炭大桔虎爺開運皂，使用胡蘿蔔素和竹炭，彩繪出虎爺將軍身上的美麗紋路，成為與眾不同的祝壽賀禮拜拜供品。,zeczec",43 天,2022/04/15 12:00 – 2022/06/20 23:59,2022-04-15 12:00:00,2022-06-20 23:59:00
Adorable 可撕水性純素指甲油 | 不傷指甲×不傷動物×不傷地球 | 2022春夏新款搶先韓國曝光,aigoo 愛購,25260,658,https://www.zeczec.com//projects/adorable,"韓國第一款環保純素的美甲產品並獲得英國素食協會Vegan的認證，無毒、無臭、純素，與護膚產品的安全等級相同，親子一起玩美的居家指甲油！,zeczec",3 天,2022/04/11 20:30 – 2022/05/11 23:59,2022-04-11 20:30:00,2022-05-11 23:59:00
【與夢綻放－後站記憶的邂逅】實境解謎遊戲,後站．逅綻,17633,100,https://www.zeczec.com//projects/rearblossom,"一款台北後站批發商圈的實境解謎遊戲，在遊戲體驗的同時，探索在地店家與了解商圈的獨特魅力！,zeczec",12 天,2022/04/11 20:00 – 2022/05/20 23:59,2022-04-11 20:00:00,2022-05-20 23:59:00
中女青年138期《花季徘徊》| 一本關於青春、迷茫與成長的刊物,中女青年,14577,280,https://www.zeczec.com//projects/tcgseditor,"中女青年138期《花季徘徊》，以花季作為青春象徵，書寫成長的必經旅程：徘徊。,zeczec",19 天,2022/04/15 12:00 – 2022/05/27 23:59,2022-04-15 12:00:00,2022-05-27 23:59:00
|好|事|百|靈| eLIGHTS。百靈菇。原生自高海拔地區，初次在台灣栽培量產成功的珍稀菌種,銥光農業,8849,550,https://www.zeczec.com//projects/elights2203,"海洋香氣般的獨特鮮味・脆實Q彈口感・吃過一次絕對印象深刻的主角級食材,zeczec",38 天,2022/04/15 12:00 – 2022/06/15 23:59,2022-04-15 12:00:00,2022-06-15 23:59:00
世新大學廣電系｜第28屆畢業製作｜Potato馬鈴薯小弟 「我不願離開」 專輯募資計畫！,Potato馬鈴薯小弟,8380,440,https://www.zeczec.com//projects/Potato,"哈囉大家好～我是來自世新大學廣電系大四的Potato馬鈴薯小弟 即將在5月中發行實體專輯 希望大家可以多多支持 讓我們的專輯可以大紅大紫～🙏🏼,zeczec",26 天,2022/05/04 20:00 – 2022/06/03 23:59,2022-05-04 20:00:00,2022-06-03 23:59:00
＊重磅家庭號雞湯組＊防疫自己來，用料理拿回健康主導權＊將客人視為家人的料理職人,雞鳴而起crowing,8200,2800,https://www.zeczec.com//projects/fang-yi-zi-ji-lai,"『我堅持現點現料理，就跟堅持食材親挑細選一樣！』 我是雞鳴而起的掌勺人，嚴選上等食材與黑羽土雞，厚工細熬慢燉，絕不減料速成。與疫情共處的現在，更希望以香濃繞喉的美味，用食療代替醫療，防疫自己來。,zeczec",23 天,2022/05/05 12:00 – 2022/05/31 23:59,2022-05-05 12:00:00,2022-05-31 23:59:00
GoDrip – 第一款可拆解的全尺寸精品咖啡濾杯,Alon Chen,6880,880,https://www.zeczec.com//projects/godrip,"極簡x便攜x專業x衛生。 愛咖啡的你，不會只有一個濾杯，這是一個你不可或缺的濾杯！ 精品咖啡愛好者的戶外完美解答，完美的濾杯也可以不佔空間。台灣設計製造全不鏽鋼材質，確保安全衛生。收納厚度僅9m...,zeczec",42 天,2022/04/20 11:00 – 2022/06/19 23:59,2022-04-20 11:00:00,2022-06-19 23:59:00
蟲宇宙 — 專業昆蟲迷系列T恤,bugverse01,6720,3360,https://www.zeczec.com//projects/bugverse01,"由設計師原創的昆蟲圖案，專業昆蟲迷就能辨識的各種迷人的物種和特性，非飽和色系重磅精梳棉T恤。,zeczec",48 天,2022/05/06 20:00 – 2022/06/25 23:59,2022-05-06 20:00:00,2022-06-25 23:59:00
【O’KAT美喵人生。肉泥主食罐】挑嘴貓的菜！每一口都是最愛！,黑逗國際有限公司,5452,348,https://www.zeczec.com//projects/okat,"給他的愛！每一餐都值得期待！無穀、無人工膠，符合AAFCO，鮭魚油護健康，GABA & 貓薄荷增進食慾安撫憂鬱心情，嚴選食材美味爆表！,zeczec",14 天,2022/04/27 20:00 – 2022/05/22 23:59,2022-04-27 20:00:00,2022-05-22 23:59:00
【arlink 55度C恆溫無線吹風機PHD1000｜激活秀髮】好好對待你的頭髮，瞬間年輕10歲,arlink生活美學專家,5390,5390,https://www.zeczec.com//projects/arlink-10-45ff1072-06ed-4733-a900-72e812a80349,"arlink秉持著享受生活美學，從裡到外，都為消費者把關著，只為給客人最便利舒適的生活,zeczec",23 天,2022/05/03 20:00 – 2022/05/31 23:59,2022-05-03 20:00:00,2022-05-31 23:59:00
wesmile 為您呈上完美生活最應該擁有的『 PARIS LUXURY 巴黎奢華系列 美顏超音波AI智能電動牙刷洗臉機 』，一機在手，滿足您口腔與臉部清潔所有需求。,躍杰股份有限公司,3290,3690,https://www.zeczec.com//projects/wesmile-paris-luxury,"wesmile 刷牙 洗臉 一機搞定！最高品質的電動牙刷洗臉機！,zeczec",43 天,2022/05/06 00:00 – 2022/06/20 23:59,2022-05-06 00:00:00,2022-06-20 23:59:00
