projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end
星級料理中高階教學課程 附贈主廚食材箱,德廚集團,22200.0,2900.0,https://www.zeczec.com/projects/silkart_taste,"星級主廚技巧傳授不簡單的三色千層麵 學一道菜=學完十道菜，課程再贈送料理食材箱 冷藏運送到府,zeczec",37 天,2022/11/04 12:00 – 2023/01/04 02:00,2022/11/04 12:00:00,2023/01/04 02:00:00
TODAY IS 兔 DAY 黏年曆｜ 讓１２隻在開心過節的小兔子 年年黏你度過生命中的每一個重要時刻！,美角實驗所,66378.0,870.0,https://www.zeczec.com/projects/today-is-today,"黏年曆ｘ時計｜織品ｘ盒藝｜一本很""布""一樣的曆｜精選每月獨特又有趣的節日，和小月兔們一起紀念好日子，月片還能變成藝術壁鐘，年年黏你、時時伴你，讓＂曆＂，不再止步於一年所需。,zeczec",2 天,2022/10/20 12:00 – 2022/11/30 23:59,2022/10/20 12:00:00,2022/11/30 23:59:00
LOGINHEART《迷你配方包》｜時尚科技，一秒支付，台灣製造．世界唯一支付科技真皮迷你包，與一卡通合作獨家限量發行,LOGINHEART,263021.0,2680.0,https://www.zeczec.com/projects/loginheart,"世界唯一支付科技真皮迷你包！台灣第一款可綁定姓名的專屬精品！小廢包小卻不廢，不僅可愛，專利科技讓它獨一無二、與眾不同。,zeczec",6 天,2022/11/03 12:00 – 2022/12/04 23:59,2022/11/03 12:00:00,2022/12/04 23:59:00
新 • 康普茶發酵液 [療癒DIY手作機能飲] 100%無多餘添加；低糖低熱量，口味百變，健康滿分！,林立生醫 LINLI,56320.0,920.0,https://www.zeczec.com/projects/linlibio-kombucha,"源自東方發酵茶飲《 康普茶 》興起西方養生風潮，「林立 綠茶康普茶發酵液」給您無負擔的輕盈，想喝就喝吧！,zeczec", 39 小時,2022/09/29 20:00 – 2022/11/30 02:59,2022/09/29 20:00:00,2022/11/30 02:59:00
《練愛大確幸》：52週實現所有愛情願望的幸福週曆，讓你/妳每天三分鐘，邊寫邊感動大喊：「真是太幸福啦！」,Love．Luck．Lab,26744.0,520.0,https://www.zeczec.com/projects/lovelucklab,"這套實用的願望實現工具，助你/妳將注意力投入到：(一)吸引靈魂伴侶、(二)戀情增溫重燃愛火、(三)找到與發展自己的天賦熱忱等。搭配專屬社群的分享見證和交流，幫助你/妳體悟「愛情願望成真」的幸福感動。,zeczec",2 天,2022/10/03 11:00 – 2022/11/30 23:59,2022/10/03 11:00:00,2022/11/30 23:59:00
海廢循環小漁包－海廢漁網循環再生計畫,中石化公司,84409.0,1199.0,https://www.zeczec.com/projects/thecircularproject,"海廢循環小漁包｜跳脫框架的廢棄漁網回收再製循環包｜廢棄漁網⨉綠色公益⨉循環再製,zeczec",22 天,2022/10/20 20:00 – 2022/12/20 23:59,2022/10/20 20:00:00,2022/12/20 23:59:00
人權辦桌 • 做伙來食飯,人權辦桌,141165.0,100.0,https://www.zeczec.com/projects/jin-kuan-pan-toh,"用一頓飯的時間，搭起「無家者」、「政治受難者」及「社會大眾」對話的平台，讓每個人都有權利訴說與被傾聽，也讓「人生而自由且平等」能夠獲得推廣。吃飽飯後才能繼續踏上漫漫人權路。,zeczec",18 天,2022/10/27 20:00 – 2022/12/16 02:00,2022/10/27 20:00:00,2022/12/16 02:00:00
【Formosan Creatures 島嶼精靈 - 質感金屬車用擴香】開啟自然香氛旅程,Gdesign,178758.0,1280.0,https://www.zeczec.com/projects/formosan-creatures-CarDiffuser,"以四種保育類動物台灣藍鵲、石虎、虎鯨、櫻花鉤吻鮭為主角，融合圖像工藝設計、香氛調製、歌曲創作元素，創作出【島嶼精靈 - 動物圖騰擴香】系列，期待以視、嗅、觸與聽覺體驗記錄美麗的自然生態,zeczec",30 天,2022/08/31 20:00 – 2022/12/28 23:59,2022/08/31 20:00:00,2022/12/28 23:59:00
2023 真屌曆｜日日有屌，日日都屌！,Lanpar,921744.0,888.0,https://www.zeczec.com/projects/good-chicken-calendar-2023,"療癒系插畫家 Lanpar 重磅出擊，為大家帶來充滿ㄐㄐ的 2023,zeczec",2 天,2022/09/12 20:00 – 2022/11/30 23:59,2022/09/12 20:00:00,2022/11/30 23:59:00
LOTUS9 雙介面讀卡機 | 全球最小、可更換式記憶卡、無須下載驅動、鋅合金鍍黑鎳特別打造！！,LOTUS9,26370.0,549.0,https://www.zeczec.com/projects/lotus9-512gb,"LOTUS9 雙介面讀卡機方便於最短的時間內觀看或是取用需要的內容，鋅合金鍍黑鎳的堅硬外殼不只能為日常生活提供足夠保護也能增加質感，小巧俐落的外觀設計可置於任何空間。,zeczec",2 天,2022/10/12 12:00 – 2022/11/30 23:59,2022/10/12 12:00:00,2022/11/30 23:59:00
Fun放展示台 | 辦公室空間增倍術x打造個人療癒小天地x創造職場好人緣,inlife studio,24797.0,1380.0,https://www.zeczec.com/projects/fun-level-up,"「一項產品、兩面使用、三種滿足」 使用18mm的實木製作，可依你的情境雙面使用，質感、收納、展示功能都能同時滿足的展示台，level up你的辦公桌!,zeczec",44 天,2022/11/16 12:00 – 2023/01/11 02:00,2022/11/16 12:00:00,2023/01/11 02:00:00
【 椅研室｜TX370 人體工學椅】8段可調，你想要的舒適，都可以調！最符合你身型的韓國製 網格人體工學椅！,Chair Lab 椅研室,241280.0,8980.0,https://www.zeczec.com/projects/chairlab-tx370,"韓國品牌 Otthonos 擁有長達 40 年在辦公椅和人體工學椅領域研究開發與生產製作的經驗。在6D人體工學椅的98%好評後Otthonos 和 Chair Lab 椅研室再度攜手合作推出豪華...,zeczec", 38 小時,2022/10/26 12:00 – 2022/11/30 02:00,2022/10/26 12:00:00,2022/11/30 02:00:00
【LOTUS海洋流動畫瑜珈墊】是瑜珈墊也是藝術品，你的腳下就是一片海洋，讓各種色彩隨著心流創造動態的冥想,LotusFitness,25370.0,4200.0,https://www.zeczec.com/projects/flow-art-yoga-mat,"與「Mia的流動藝饗世界」藝術家王育慧Mia共同合作，將具有流動美感的海洋紋理烙印在瑜珈墊上，推出「藝術美感」與「止滑力」兼具的PU天然橡膠瑜珈墊與抑菌仿麂皮瑜珈舖巾。,zeczec",31 天,2022/11/15 12:00 – 2022/12/29 23:59,2022/11/15 12:00:00,2022/12/29 23:59:00
憨兒鋼琴家圓夢專輯《音人無異》發行募資計畫（feat. Shino 林曉培）,真善美社會福利基金會,79099.0,200.0,https://www.zeczec.com/projects/chensenmei,"憨兒鋼琴王子──Alex 陳立，擁有絕對音感的天賦，最大夢想是出版屬於自己的音樂專輯。內含 4 首純鋼琴曲、1 首與林曉培合作的經典歌曲，期待透過歌星力挺與群眾募資，完成 Alex 的音樂夢。,zeczec",18 天,2022/10/20 10:00 – 2022/12/16 17:00,2022/10/20 10:00:00,2022/12/16 17:00:00
【癒見真實自己 - 全球獨家能量印記覺察卡牌讓你擺脫失眠的夜晚，日日是好日】,久號｜永壽文教基金會,443444.0,1960.0,https://www.zeczec.com/projects/ninenine,"此套卡牌協助大家在生活中覺察自己真實的狀態，每張指引牌皆擁有完整療癒解方，透過獨家能量印記賦予卡牌支持性的療癒頻率，陪伴你度過每個低潮的時刻。募資金額將支持購買共療計畫- 療癒你的同時也一同療癒...,zeczec",9 天,2022/10/05 20:00 – 2022/12/07 23:59,2022/10/05 20:00:00,2022/12/07 23:59:00
喀。喀。客家青獅月曆,渦窩山塾有限公司,28610.0,590.0,https://www.zeczec.com/projects/kekegreenlion,"以清新可愛手繪風的月曆，重新呈現傳統客家青獅的豐富內涵及純樸的樣貌，傳遞一整年的祝福與美好。,zeczec",13 天,2022/11/11 16:00 – 2022/12/11 23:59,2022/11/11 16:00:00,2022/12/11 23:59:00
【Dream of 2023】月曆 ｜一本你沒看過的超大型【著色本月曆】｜,HOHOENGINE 我是寶,163330.0,920.0,https://www.zeczec.com/projects/dream-of-2023,"這不只是月曆，它還是一本大型的的著色本！透過年輕藝術家Ethan Haha極具想像力的創意插畫，讓2023的每個月充滿驚喜，我們一起開始塗上屬於自己的顏色！,zeczec",18 天,2022/10/27 10:00 – 2022/12/16 23:59,2022/10/27 10:00:00,2022/12/16 23:59:00
《ShowTime》訂製精裝手帳｜登上時裝秀 未來由你來掌握,一種選擇 | a kind of choice,104747.0,750.0,https://www.zeczec.com/projects/akindofchoice,"一本專屬為您客製化的手帳，能幫助你梳理思緒、提高效率。在書寫文字時重新獲得力量，創造屬於你的舞台,zeczec",3 天,2022/10/12 12:00 – 2022/12/01 02:00,2022/10/12 12:00:00,2022/12/01 02:00:00
調香師神作｜調酒、台茶8號【AMPM 旅行香水組 】by I-CHUN CHOU,鼻子星球,178240.0,1880.0,https://www.zeczec.com/projects/ampm-24-i-chun-chou,"由專業調香師所設計，AMPM一日旅行時光的氣味，是詮釋氣味最理想的方式。逆向調香只採用好聞的氣味分子，香水新手不用擔心帶給周遭「香害」，三款在任何時段都為你加分的香水，展現更多自信。,zeczec",12 天,2022/09/30 19:00 – 2022/12/10 23:59,2022/09/30 19:00:00,2022/12/10 23:59:00
【磁流蝸蝸機｜微磁流＋量子熱能】重塑V臉X緊緻Q彈X撫紋有感，每日5分鐘緊緻看得見！,貝思得國際股份有限公司,178570.0,2980.0,https://www.zeczec.com/projects/snails,"一款專為逆齡而生的美容儀，媲美醫美級的3大功能『微磁流』＋『量子熱能』＋『高頻震動』，為你撫平細紋、重現緊緻、拉提臉部線條，簡單操作、逆齡有感。,zeczec", 12 小時,2022/09/12 20:00 – 2022/11/28 23:59,2022/09/12 20:00:00,2022/11/28 23:59:00
EYE樂ETF｜陪視障音樂人走一段夢想的旅程,視障音樂基金會,89600.0,500.0,https://www.zeczec.com/projects/eye-etf,"「EYE樂」代表音樂無界限，視障者也能擁有音樂夢，「ETF」則是Education 教育、Tenderness 溫柔、Faith 信念，這3個字的縮寫。幫助視障者以音樂就學與就業。,zeczec",92 天,2022/11/01 12:00 – 2023/02/28 12:00,2022/11/01 12:00:00,2023/02/28 12:00:00
⟨⟨OHANA⟩⟩動物保育專案成果展 | 募資計畫,OHANA,6200.0,100.0,https://www.zeczec.com/projects/ohana,"OHANA是由世新大學資傳系學生所組成，透過建置野生動物保育入口網站及資料庫、發表保育相關的知識加值，以推廣台灣野生動物議題。,zeczec",92 天,2022/10/17 12:00 – 2023/02/28 23:59,2022/10/17 12:00:00,2023/02/28 23:59:00
金門牛肉乾沒有金門牛？追金門牛肉乾源頭，助環境也助牛農！,圓頭農牧食品有限公司,6548.0,1099.0,https://www.zeczec.com/projects/yuantoufood,"金門真的有這麼多酒糟牛可以做牛肉乾？30年前圓頭為了協助金門緩解酒糟問題開始養牛，現在為了解決酒糟牛滯銷問題推動肉品自主追溯系統，要讓牛農安心養牛、讓消費者買到用真的金門牛做的金門牛肉乾！,zeczec",3 天,2022/10/25 12:00 – 2022/12/01 02:00,2022/10/25 12:00:00,2022/12/01 02:00:00
2023 【 柔らかな日々 】手繪花月曆｜櫥底 cookies &. ,櫥 底 cookies &.,26090.0,720.0,https://www.zeczec.com/projects/flowerday,"2023 手繪花曆，伴你度過柔和的日常。,zeczec",49 天,2022/10/26 12:00 – 2023/01/16 02:00,2022/10/26 12:00:00,2023/01/16 02:00:00
正老林（紅燒）羊肉爐 2022全新上市！重現記憶中老品牌道地熬煮的老味道！,正老林羊肉爐,37809.0,1199.0,https://www.zeczec.com/projects/Lamb-Hot-Pot,"全台第一家羊肉爐吃到飽連鎖店 - 正老林羊肉爐，2022年真空包全新上市。在家也能品嚐到記憶中老品牌道地熬煮的老味道！,zeczec",33 天,2022/11/07 20:00 – 2022/12/31 23:59,2022/11/07 20:00:00,2022/12/31 23:59:00
DOSUN CG135 多功能 eBIKE｜135 公里長效輔助動力，輕巧車身極致騎乘體驗，採買／休閒／冒險，一車滿足百變需求,DOSUN,1124890.0,85000.0,https://www.zeczec.com/projects/dosuncg135,"台灣腳踏車品牌 DOSUN 最新 eBIKE ，135 公里長效輔助動力，搭配輕巧車身，讓你騎得更遠更輕鬆，一起完成那些曾經的冒險夢想！,zeczec",14 天,2022/10/11 21:00 – 2022/12/12 23:59,2022/10/11 21:00:00,2022/12/12 23:59:00
祈癒天使能量精油 × 石墨烯療癒貼【雙重賦能量，讓你賦賦得正，身心靈舒暢 】,祈癒CHEAL,32585.0,1999.0,https://www.zeczec.com/projects/HealingAngel,"我們推出了 天使能量精油 × 石墨烯療癒貼，以精油的高頻能量穩定情緒搭配石墨烯釋放的遠紅外線提升免疫力 ! 身心療癒雙管齊下達到內外兼修效果，賦予你平衡的狀態面對世間上所有挑戰 !,zeczec",3 天,2022/10/24 12:00 – 2022/12/01 23:59,2022/10/24 12:00:00,2022/12/01 23:59:00
2023 [ 萬more兔more ] 月曆桌曆✦好事多更多！,HAppiNess studio,5199.0,660.0,https://www.zeczec.com/projects/onemore-twomore,"新的一年，每個月跟著兔子一起「萬more兔more」讓好事多更多！一本帶給你好運的兔月曆,zeczec",7 天,2022/09/28 20:00 – 2022/12/05 23:59,2022/09/28 20:00:00,2022/12/05 23:59:00
【屋福箱｜全台唯一主題式寵物零食福袋】讓狗狗一起享受收禮物的驚喜感！今年最澎湃的聖誕禮，獻給最愛的毛小孩！,屋福SHOPWOOFWOOF,31522.0,798.0,https://www.zeczec.com/projects/shopwoofwoof-box,"「屋福箱」為狗狗一箱打盡「異國零食、新奇玩具、質感用品」，體驗開箱樂趣，讓您在家就能帶寵物開心過節，吃遍世界美食！,zeczec",2 天,2022/10/24 20:00 – 2022/11/30 23:59,2022/10/24 20:00:00,2022/11/30 23:59:00
襪！一起感受腳底繽紛世界 - JWP socks,JWP socks,8668.0,650.0,https://www.zeczec.com/projects/JWP-socks,"『時時感受好心情，日日品味好生活』是我們想傳達的目的，希望JWP可以每天給你滿滿元氣！,zeczec",7 天,2022/10/05 13:00 – 2022/12/05 13:00,2022/10/05 13:00:00,2022/12/05 13:00:00
【左撇子 x 杜力】超 Chill 聯名 小小一片就讓你萩到不行的巧克力 Chillcolate 萩克力,左大嚴選,138720.0,1560.0,https://www.zeczec.com/projects/x-chill-chillcolate,"全台首創，添加 Terpene 的放鬆巧克力！放鬆專家『左撇子』與巧克力專家『杜力』攜手合作，拯救被文明病纏身、天天壓力爆棚的各位！,zeczec",17 天,2022/11/02 21:00 – 2022/12/15 23:59,2022/11/02 21:00:00,2022/12/15 23:59:00
《人生百態．魔法桌遊》適用多數身心靈系統的桌遊工具 在歡笑中找到自我,跳舞駱駝工作室,15250.0,2200.0,https://www.zeczec.com/projects/LifeofMagic,"身心靈系統百百種，你知道自己適合哪些嗎? 一個適用多數身心靈系統的桌遊工具，一個在歡笑聲中找到自我的桌遊！,zeczec",33 天,2022/10/19 00:00 – 2022/12/31 23:59,2022/10/19 00:00:00,2022/12/31 23:59:00
2023 日曆筆記本 ｜一本有點毒、多功能、橫跨450天的強迫症需求筆記本,另一半文創,5280.0,1680.0,https://www.zeczec.com/projects/note,"一本多功能、陪伴我們過日子、一起笑的筆記本。,zeczec",2 天,2022/10/27 00:00 – 2022/11/30 23:59,2022/10/27 00:00:00,2022/11/30 23:59:00
2023 × 小貓島Kittensisland × 貓日曆 | 買機票，陪17隻貓坐飛機回台灣吧!,小貓島kittensisland_,22980.0,888.0,https://www.zeczec.com/projects/kittensisland_2023,"一本日曆紀錄貓咪們準備回台灣的準備工作， 12 個月 × 17 隻貓 × 17段專屬故事 + 1隻台灣貓在台灣等貓哥哥貓姊姊回台的心情， 每日給貓朋友的小互動，提醒你關心所有的貓小孩。,zeczec",2 天,2022/10/25 20:00 – 2022/11/30 23:59,2022/10/25 20:00:00,2022/11/30 23:59:00
整體美形 塑身背心　REI,臺灣體芽股份有限公司,73489.0,911.0,https://www.zeczec.com/projects/rei,"日本熱銷!!解決身體煩惱的救星!!　　　　　　　　　　　罩杯式駝背矯正内衣　　　　　　　　　　【整體美形 塑身背心REI】,zeczec",28 天,2022/11/07 12:00 – 2022/12/26 23:59,2022/11/07 12:00:00,2022/12/26 23:59:00
《習慣樂戒所》戒除習慣的好幫手 I 國立臺灣師範大學表演藝術學士學位學程112級 X 表演藝術研究所史宥玲聯合畢業製作,臺師大表演藝術學程112級畢業製作,7199.0,1199.0,https://www.zeczec.com/projects/i-112-x,"我們是臺師大表藝第四屆畢業班同學，想自籌經費做一齣長達100分鐘的原創音樂劇，來探討習慣對於人的影響。節目由本班學生從零開始打造，一步步搭建起習慣樂戒所。而今來到開張之際，能邀您一同共襄盛舉嗎?,zeczec",5 天,2022/09/22 20:00 – 2022/12/03 23:59,2022/09/22 20:00:00,2022/12/03 23:59:00
冷凝水循環為天然高效殺菌清潔劑 | 愛地球從你家除濕機開始 | AQUALOOP淨水碇 ,翔信科技有限公司,11587.0,599.0,https://www.zeczec.com/projects/aqualoop-tablet,"首創除濕機冷凝水專用淨水錠，轉換冷凝水為SGS認證家用殺菌93.8%清潔劑，讓每一滴水都不浪費，水循環經濟從你我家裡做起,zeczec",14 天,2022/10/11 13:00 – 2022/12/12 02:00,2022/10/11 13:00:00,2022/12/12 02:00:00
浪愛拾起，毛孩有你-流浪動物公益市集展覽,羅珮慈,6500.0,200.0,https://www.zeczec.com/projects/shihmao,"歡迎與我們一起以教育推廣為出發點，帶大家從了解開始，從頭關心起流浪貓狗議題。,zeczec",23 天,2022/10/21 08:00 – 2022/12/21 23:59,2022/10/21 08:00:00,2022/12/21 23:59:00
夢想號燒烤外燴行動餐車：燒烤先生到你家！,Mr.BBQ 燒烤先生,0.0,1860.0,https://www.zeczec.com/projects/mrbbq,"我是專業的美式燒烤與台式手工串燒攤主 希望能透過有償眾籌 集資打造一台能環台上山下海的影音餐車,zeczec",32 天,2022/11/14 20:00 – 2022/12/30 23:59,2022/11/14 20:00:00,2022/12/30 23:59:00
Co-lab合作社｜更友善的接案媒合平台APP,Co-lab 合作社,5000.0,950.0,https://www.zeczec.com/projects/co-lab-app,"使用平台的各個功能，讓大家能順利的在各個領域裡找到你想要的夥伴！,zeczec",32 天,2022/11/04 12:00 – 2022/12/30 23:59,2022/11/04 12:00:00,2022/12/30 23:59:00
混和式 HURIEN 廚餘處理機 | 放入廚餘・等待變成肥料，就是如此簡單！,HURIEN,0.0,28889.0,https://www.zeczec.com/projects/hurien,"廚餘分解率高達95%! １年內保養1次 ，超靜音且不佔空間!,zeczec",20 天,2022/10/18 12:00 – 2022/12/18 23:59,2022/10/18 12:00:00,2022/12/18 23:59:00
《藝客崛起》國立臺灣戲曲學院客家戲學系第十三屆年度製作,國立臺灣戲曲學院 客家戲學系年度公演《藝客崛起》,2000.0,200.0,https://www.zeczec.com/projects/Hakka-opera-13th,"大(tai)家(gaˊ)好(hoˋ)～ 我們是一群因熱愛表演而聚在一起的學生，也是全臺灣唯一培育「客家戲曲」表演人才的學校，希望藉由本次製作推廣客家戲曲，讓這珍貴的在地文化能被完整的保存，並被大...,zeczec",3 天,2022/10/31 22:00 – 2022/12/01 23:59,2022/10/31 22:00:00,2022/12/01 23:59:00
「空間站-Space Station」遊戲平台｜獨立遊戲開發者的開放上架平台,Space,199.0,199.0,https://www.zeczec.com/projects/spaceee,"幾位熱愛遊戲的玩家一同創建，目標是建構一個能讓遊戲獨立開發者輕鬆上架平台，懇請熱愛遊戲的玩家或開發者一同起完成這個目標！,zeczec",43 天,2022/11/08 20:00 – 2023/01/10 23:59,2022/11/08 20:00:00,2023/01/10 23:59:00
Dogeous-高質感鋁合金口紅架,Dogeous,1998.0,999.0,https://www.zeczec.com/projects/Dogeous,"市售未見，100%台灣設計製造，高質感鋁合金口紅架,zeczec",14 天,2022/10/12 18:00 – 2022/12/12 23:59,2022/10/12 18:00:00,2022/12/12 23:59:00
THE MOON 水晶擴香儀,THE MOON,25500.0,1900.0,https://www.zeczec.com/projects/the-moon,"晶石的正能量，搭配香氣治癒人心，是後疫情時代最適合送禮的選擇,zeczec",2 天,2022/11/01 11:00 – 2022/11/30 23:59,2022/11/01 11:00:00,2022/11/30 23:59:00
Avaelp 不想洗頭 乾洗髮粉｜每天都有不洗頭的理由 去油蓬鬆 X 方便攜帶 X 頭皮友善,Avaelp,18760.0,1380.0,https://www.zeczec.com/projects/avaelp-x-x,"回應「我就是不想洗頭!」的呼喊，Avaelp 推出多種香氣的乾洗髮粉，天然成分不傷頭皮，少量便可使頭髮達到蓬鬆乾爽的效果，質感小巧的包裝方便隨身攜帶，輕輕一下，跟油膩扁塌的頭髮說BYE !,zeczec",38 天,2022/11/22 12:00 – 2023/01/05 23:59,2022/11/22 12:00:00,2023/01/05 23:59:00
愛自己從細節做起，給予妳最高的生活儀式 | 沐·樂唯MoonLowei呵護全系列【1號輕盈洗髮精、6號極致水感護髮素、7號仙女蜜果油】,沐·樂唯MoonLowei,3899.0,2399.0,https://www.zeczec.com/projects/moonlowei3370,"每天焦頭爛額的忙前忙後，唯有沐浴時刻才能與自己獨處。 頂級沙龍級別的秀髮修護，讓妳達到真正的邊洗邊享受。 沐·樂唯MoonLowei陪你找到屬於自己的時刻。,zeczec",28 天,2022/11/01 00:00 – 2022/12/26 23:59,2022/11/01 00:00:00,2022/12/26 23:59:00
【GOGOLIFE倒數桌鐘】讓您感受時間分秒的流逝，珍惜此時此刻，追尋生命中真正重要的事物,GoGolife_tableclock,20120.0,688.0,https://www.zeczec.com/projects/GoGoLife_TableClock,"楊志淵醫師，GoGoLife倒數桌鐘募資發想人，因親人肝癌在鬼門關前走了一遭，楊氏夫婦二人感悟生命的脆弱與短暫，萌發珍惜分秒的想法而開發倒數桌鐘來幫助我們把握當下!,zeczec",9 天,2022/10/20 20:00 – 2022/12/07 23:59,2022/10/20 20:00:00,2022/12/07 23:59:00
闊聲學 瞬動耳機 | 真 3D立體聲音樂耳機 | 聽見音樂的呼吸,闊聲學,7990.0,7990.0,https://www.zeczec.com/projects/SD-2310,"闊聲學 | 瞬動耳機 | 以歌劇院的聲場設計為靈感，搭載多重非對稱式的聲腔結構，呈現如臨現場的生動聽感。 全新的聽感體驗、擬真的聲像空間、共感於音樂的躍動，完全一場與音樂故事的心靈相遇。,zeczec",33 天,2022/11/22 12:00 – 2022/12/31 23:59,2022/11/22 12:00:00,2022/12/31 23:59:00
【T-Future】健康運動跑錶｜集結三鐵馬拉松、高精準健康量測｜台灣設計製造、搭配自有品牌 APP ,TCRD 思創研新,26450.0,5490.0,https://www.zeczec.com/projects/t-future,"1.34 吋陽光可視觸控螢幕，最清晰的大螢幕體驗，內建三鐵/ 馬拉松模式，15hr 高精準GPS續航，24hr 活動偵測並提供血壓校正功能，迎向未來健康新生活的第一步,zeczec",27 天,2022/10/05 21:00 – 2022/12/25 23:59,2022/10/05 21:00:00,2022/12/25 23:59:00
【沉沫】微電影製作,林雅筑,6200.0,100.0,https://www.zeczec.com/projects/chen-mo-wei-dian-ying-zhi-zuo,"有時希望總是伴隨著困境，我們想用電影告訴遇上同樣問題的你，你並不孤單,zeczec",22 天,2022/10/20 12:00 – 2022/12/20 23:59,2022/10/20 12:00:00,2022/12/20 23:59:00
《00無限公司》世新大學資訊傳播學系108級畢展 策展組 |募資計畫,00無限公司,11209.0,99.0,https://www.zeczec.com/projects/ics-00-company,"我們是世新大學資訊傳播學系108級畢業展覽策展團隊，此次計劃主要目的是為本屆畢展募資。本次展覽結合「聯合國SDGs」，動物保衛、心靈守護、人際互動以及價值延續等四大部門以不同形式探討多樣層面的永續。,zeczec",33 天,2022/11/16 11:00 – 2022/12/31 23:59,2022/11/16 11:00:00,2022/12/31 23:59:00
【配芳PERFARM| 乾燥花x果乾x天然香氛】使用屏東在地元素，回饋這片國境之南,配芳PERFARM,4270.0,1680.0,https://www.zeczec.com/projects/perfarm-x-x,"這裏是配芳PERFARM，與在地小農合作，打造天然手作香氛，用不同的方式回饋這片土地。,zeczec",6 天,2022/10/29 20:00 – 2022/12/04 23:59,2022/10/29 20:00:00,2022/12/04 23:59:00
【愛孟奇神祕木盒】iMysteryBox｜幼兒雙語遊戲繪本月刊｜激發孩子潛能、啟動中英雙語、思辨能力！,815兒童潛能開發中心,5626.0,570.0,https://www.zeczec.com/projects/iMysteryBox,"專為2-6歲幼兒量身設計的雙語繪本月刊，依據繪本故事內容，推出專屬Podcast雙語導讀節目、特製桌遊圖卡及任務學習單，透過五感學習，提升孩子的邏輯力、表達力、品格力與創造力，進而啟動思辨能力！,zeczec",48 天,2022/11/22 12:00 – 2023/01/15 23:59,2022/11/22 12:00:00,2023/01/15 23:59:00
貓貓甜點｜在地小農X天然手工 冰釀梅漬蜜番茄,Mowmow dessert 趙心維,2880.0,560.0,https://www.zeczec.com/projects/mowmow_dessert,"在地小農農產品結合日式新創輕食小點，帶給消費者不一樣的台灣水果風味，味覺新饗宴。,zeczec",12 天,2022/11/01 20:00 – 2022/12/10 23:59,2022/11/01 20:00:00,2022/12/10 23:59:00
青少年憂鬱症防治暨家庭支持服務計畫,敦安基金會,10000.0,1200.0,https://www.zeczec.com/projects/dwenan,"敦安基金會自2002年起投入青少年憂鬱症防治，每年服務近700人次的憂鬱青少年，陪伴他們長出復原力，走出憂鬱風暴。,zeczec",17 天,2022/11/15 12:00 – 2022/12/15 23:59,2022/11/15 12:00:00,2022/12/15 23:59:00
《霓虹之下》在桌上的史詩玩法...RPG x 陣營 x 派對 x 賽博龐克 x 桌上遊戲！！,米豆工作室,3098.0,100.0,https://www.zeczec.com/projects/Under_The_Neon,"霓虹之下是一款多人遊玩的競技對戰類型桌遊。在混亂的特斯拉城中，玩家可選擇組織反抗勢力推翻強權；亦或是成為城市的掌權者，鎮壓四面八方的抵抗組織，為了各自的目的展開你來我往的殊死戰。,zeczec",36 天,2022/11/01 12:00 – 2023/01/03 23:59,2022/11/01 12:00:00,2023/01/03 23:59:00
屋乎挨栽｜建造屬於自己的廟宇／街屋 3D 數位模型,田宸睿,5600.0,1800.0,https://www.zeczec.com/projects/wu-hu-ai-zai,"在遊戲與虛擬世界中常見到漂亮的建築想設計卻不會建模嗎?身為創作者常用外國的模組化建築系統，想建造臺灣風格的建築卻找不到嗎?用自動化的建築系統打造屬於自己的街屋與廟宇。,zeczec",13 天,2022/10/11 12:00 – 2022/12/11 23:59,2022/10/11 12:00:00,2022/12/11 23:59:00
"Mariana痘痘淨化美胸膜｜獨家首創用""吸""的保養！輕鬆一貼100%吸收！拯救前胸痘痘與果酸煥膚✨ ｜男女皆可用",𝐌𝐀𝐑𝐈𝐀𝐍𝐀馬里亞納｜美胸專家,25237.0,780.0,https://www.zeczec.com/projects/mariana,"居家享受「醫美般的胸部淨膚」保養，MIT專科針對亞洲人胸部肌膚研發，打擊痘痘粉刺｜角質疙瘩｜毛孔油汙｜痘疤暗沉，讓你在家也能敷出無暇透亮美胸！,zeczec",7 天,2022/11/01 20:00 – 2022/12/05 23:59,2022/11/01 20:00:00,2022/12/05 23:59:00
2023 | 米小力Minize牽手日曆 | 天天牽一起~男男×男女×女女都可以~,米小力Minize,6840.0,880.0,https://www.zeczec.com/projects/minize-2023,"沒有什麼遠大抱負，只想每天牽在一起! 想要誰牽誰的手，由你自己決定! 我們一次推出四位朋友的日曆讓你自由組合搭配， 無論是兄弟配、姊妹配、情侶配、家人配都可以，兄姊弟妹情侶混一起。,zeczec",2 天,2022/10/20 20:00 – 2022/11/30 23:59,2022/10/20 20:00:00,2022/11/30 23:59:00
Drink & Light 微溫漂浮杯｜一款多功能的馬克杯！恆溫 x 柔光 x 防水，陪你說故事！,洪順龍,0.0,990.0,https://www.zeczec.com/projects/Drink-Light,"臺灣在地的印刷技術、陶瓷工藝結合專利技術，打造一款多功能的馬克杯，杯中飲品可維持38度、LED柔光杯座、杯身防水好清洗，為生活增添小樂趣！,zeczec",14 天,2022/11/12 00:00 – 2022/12/12 23:59,2022/11/12 00:00:00,2022/12/12 23:59:00
