projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end
小墨曆｜2023 書法水墨學習日曆 feat.學見書房,小墨器 Hsiao Mo Chi,279680,890,https://www.zeczec.com/projects/Hsiao-mo-li,"2023 年，一起來個美字訓練！ 讓你從小學畢業後重新愛上書法的日曆 ,zeczec",64 天,2022/09/01 21:00 – 2022/11/10 02:59,2022/09/01 21:00:00,2022/11/10 02:59:00
揪喜湯包｜把老上海的美味帶回家，8種口味在家輕鬆享用，揪喜爆漿湯包,揪喜工作室,4852,1888,https://www.zeczec.com/projects/juicydumplings,"爆漿上海湯包、薄皮生煎包，在家也能用大同電鍋、平底鍋輕鬆復刻出餐｜8種口味的湯包每天饗用不重複。,zeczec",24 天,2022/09/01 21:00 – 2022/10/01 23:59,2022/09/01 21:00:00,2022/10/01 23:59:00
『Finale2』日本天才發明家小川コータ設計 #人生最後的皮夾,Neo Choice ,103290,2260,https://www.zeczec.com/projects/finale2,"最強皮夾收納術，始終保持『輕薄1CM』。 日本職人製，最高等級牛皮革和防水保護劑。日本集資近900萬的創意設計皮夾，台灣獨家首賣 😉,zeczec",43 天,2022/09/01 20:30 – 2022/10/20 23:59,2022/09/01 20:30:00,2022/10/20 23:59:00
《貓老闆的路邊攤》最有台灣味的策略遊戲，邀請你一起來稱霸夜市！,蔥哥,112400,1170,https://www.zeczec.com/projects/TaiwanNightMarket,"最有台灣味的策略遊戲，邀請你一起來稱霸夜市,zeczec",40 天,2022/09/01 20:00 – 2022/10/17 23:59,2022/09/01 20:00:00,2022/10/17 23:59:00
TOMITA日本職人無刃磨泥器 · 料理不傷手指的溫柔設計｜米其林星級餐廳指定 日本燕三条百年物語之作 ,Single Step,919420,1080,https://www.zeczec.com/projects/tomita,"安全無刀刃創新磨泥器，手指觸摸也不會被割傷，將食材磨到徹底不浪費，不卡殘渣好清洗。日本金屬工藝之都燕三条百年物語之作，給喜愛料理的人一份溫柔，可使用終身的職人逸品。特別加開「米其林摘星餐廳」指定食器🌟,zeczec",26 天,2022/09/01 12:00 – 2022/10/03 23:59,2022/09/01 12:00:00,2022/10/03 23:59:00
【Byzoom Fitness 收納機能美學 閃耀登場｜PURE WHITE 25kg可調式啞鈴＆站立收納健身椅】讓健身房融入您的居家生活。,Byzoom Fitness,649320,17200,https://www.zeczec.com/projects/byzoomfitness-dumbbell-bench,"15段重量調整、體積更小、時尚配色的可調式啞鈴，搭配站立收納、省力收折腳架、5段高度調整、外型簡約俐落，有別以往傳統設計的健身椅，獻給熱愛健身、追求風格美學的您。,zeczec",33 天,2022/09/01 12:00 – 2022/10/10 23:59,2022/09/01 12:00:00,2022/10/10 23:59:00
［來自秋季的餽贈］秋時暖浴｜浴球盒組 堅持使用歐盟官方有機認證標章&英國土壤協會認證之天然精油,Tranquil Tense 靜時所,0,690,https://www.zeczec.com/projects/autumn-promise,"我們設計了四款適合秋天的泡澡浴球，配方考量了保濕、放鬆、助眠等多種功效，在精油方面，嚴選使用［英國滴沙蘭德］與［臺灣植物者］這兩個品牌，讓消費者在享受泡澡的同時，也能保證原料的安全與品質。,zeczec",21 天,2022/09/01 12:00 – 2022/09/28 23:59,2022/09/01 12:00:00,2022/09/28 23:59:00
"日本砥部燒, 傳承數百年的工藝, 與您共同點綴生活!",Super Markit,0,1942,https://www.zeczec.com/projects/supermarkit,"砥部燒被日本政府列為無形文化資產, 其獨特的潤白色澤, 自古以來就備受日本人喜愛。獨特的傳統工藝融合現代元素, 帶來的不止是生活的點綴、更是暖心的情懷。,zeczec",38 天,2022/09/01 00:00 – 2022/10/15 23:59,2022/09/01 00:00:00,2022/10/15 23:59:00
日日有影 2023｜生活是電影的本質，電影是生活的淬鍊 ―― 電影日曆陪伴你的 2023 年,釀電影,1359312,980,https://www.zeczec.com/projects/amovieaday,"12 位台灣插畫家，與近百位電影人、影評、作家聯手，讓你的 365 天都有電影相伴。,zeczec",54 天,2022/08/31 21:00 – 2022/10/31 23:59,2022/08/31 21:00:00,2022/10/31 23:59:00
｜rāz multistand｜咖啡手沖｜火油燈｜擴香｜整合三種日常功能的美感風格器物,b.d.h,310010,3680,https://www.zeczec.com/projects/raz-multistand,"從咖啡手沖出發，延伸出了擴香與火油燈，一款三式的組合物件，在生活的不同時刻、不同需求中，都能扮演完美稱職的角色。,zeczec",54 天,2022/08/31 21:00 – 2022/10/31 23:59,2022/08/31 21:00:00,2022/10/31 23:59:00
【Formosan Creatures 島嶼精靈 - 動物圖騰擴香】開啟自然香氛旅程,Gdesign,27917,1280,https://www.zeczec.com/projects/formosan-creatures-CarDiffuser,"以四種保育類動物台灣藍鵲、石虎、虎鯨、櫻花鉤吻鮭為主角，融合圖像工藝設計、香氛調製、歌曲創作元素，創作出【島嶼精靈 - 動物圖騰擴香】系列，期待以視、嗅、觸與聽覺體驗記錄美麗的自然生態,zeczec",40 天,2022/08/31 20:00 – 2022/10/18 02:00,2022/08/31 20:00:00,2022/10/18 02:00:00
