projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period
Logitech 特獻果粉😍台灣限定注音鍵盤【 Rugged Combo 3｜iPad 鍵盤保護殼 】&【 Crayon｜iPad 數位筆 】&【 KEYS-TO-GO｜輕巧藍牙鍵盤 】,Logitech Taiwan,3555420.0,1540.0,https://www.zeczec.com/projects/logitech-edu,"適用於 Apple 系列！耐用、抗摔，好清潔！,zeczec", 41 小時,2022/08/23 12:00 – 2022/10/19 02:00
𝙈𝙞𝙟𝙞𝙡𝙮 𝘼𝙞𝙧 大氣涼拖鞋｜𝟭 鞋 𝟰 穿的機能神拖 - 急反彈、強支撐、超耐走！,Mijily 米吉利循環鞋履,5559761.0,1680.0,https://www.zeczec.com/projects/mijily-air,"這是『史上第一雙大氣控壓的涼拖鞋！』兼具四種鞋面穿法、吊掛收納、耐磨止滑、專利高支撐鞋體，同時輕盈舒適且可回收的休閒涼拖鞋。Mijily 不只賣鞋，我們更注重售後的回收機制！,zeczec",15 天,2022/08/03 12:00 – 2022/10/31 23:59
TOMITA日本職人無刃磨泥器 · 料理不傷手指的溫柔設計｜米其林星級餐廳指定 日本燕三条百年物語之作｜2022 日本優良年度百大設計獎 Good Design Award Best 100 ,Single Step,2283380.0,1080.0,https://www.zeczec.com/projects/tomita,"安全無刀刃創新磨泥器，手指觸摸也不會被割傷，將食材磨到徹底不浪費，不卡殘渣好清洗。日本金屬工藝之都燕三条百年物語之作，給喜愛料理的人一份溫柔，可使用終身的職人逸品。特別加開「米其林摘星餐廳」指定食器🌟,zeczec", 15 小時,2022/09/01 12:00 – 2022/10/17 23:59
折折盒｜2 種型態，∞ 多可能，一秒切換平面/立體的多用途新經典折盒,ZENLET 禪與徠特,4241542.0,1360.0,https://www.zeczec.com/projects/FoldiBox,"一款選用食品級耐熱矽膠，搭配日本抗菌銀離子配方，並採磁吸固定以實現迅速攤平、直覺好清洗的多用途新經典折盒。,zeczec", 41 小時,2022/08/30 12:00 – 2022/10/19 02:00
2023【3D 紙雕地球日曆】- 是日曆，更是收藏品。用 365 天，創造一個世界,紙志,2174875.0,1090.0,https://www.zeczec.com/projects/earth-calendar-2023,"【全台首發 X 台灣節日 X 繁體中文】結合 3D 立體雷雕技術，還原真實地貌高低。讓撕日曆的每一天，成為藝術創作的過程。,zeczec",36 天,2022/10/06 12:00 – 2022/11/22 02:00
質好日全植物生煎包 ｜ 零膽固醇的肉感美味快速上桌！享受蔬食，不必犧牲美食。,質 好日,1724240.0,640.0,https://www.zeczec.com/projects/goodday,"質好日使用全植物成分製作生煎包，首波推出冷凍生煎包，原味/剝皮辣椒/全素/五辛素口味，簡單加熱就能美味上桌！希望透過親民的美食小點，讓大眾體驗植物飲食的美好！,zeczec",24 天,2022/09/22 12:00 – 2022/11/10 03:00
❝ 𝘿𝙤𝙪𝙗𝙡𝙚 𝘽𝙤𝙭 蒸氣微波保鮮盒 ❞ 保鮮 - 料理 - 上桌，一步到位！,LiFE RiCH 富川創造,7263590.0,2950.0,https://www.zeczec.com/projects/double-box,"LiFE RiCH 富川創造全新力作！延續「可微波不鏽鋼」專利結構，結合獨家「蒸氣微波」技術，並升級氣密防漏、防燙隔熱、三款容量設計，讓保鮮、料理、上桌，一步到位！,zeczec",30 天,2022/09/21 12:00 – 2022/11/15 23:59
【南部鐵器 OIGEN 及源鑄造 | 幸福鑄鐵燒系列-共3款】全日本設計及手工鍛造，為感情加溫的料理神器,OIGEN 及源鑄造,103113.0,9999.0,https://www.zeczec.com/projects/oigen-cookware,"從未有的鑄鐵鍋體驗！市場唯一，輕鬆切換居家、露營的各種烹飪需求。100% 鑄鐵打造，獨家專利無塗層「裸製技法」，無毒、不沾、耐刮、好清潔，170年日本職人經驗傳承，可用100年的品質保證,zeczec",45 天,2022/10/13 20:00 – 2022/11/30 23:59
★仙女棒顯濕布尿布2.0★全球獨創尿濕顯示，新手一布到位！瞬吸乾爽，環保省錢超有感！,自備客,1275459.0,1699.0,https://www.zeczec.com/projects/sparkiediaper2,"守護敏弱屁屁的MIT布尿布，帶著更合身親膚、耐久好用的設計重新回歸！去污不沾手，洗衣機就很乾淨，每個人都能輕鬆上手！,zeczec", 41 小時,2022/08/18 20:00 – 2022/10/19 02:00
從大哥哥拍到變大叔 - 依舊熱血的第九屆偏鄉義拍畢冊計畫,楊文逸,220500.0,1000.0,https://www.zeczec.com/projects/graduation-book-funding-project,"從哥哥拍到變大叔，熱血攝影師再再出動，以無償的方式協助偏鄉的畢業班學生拍攝畢業照與印製畢業紀念冊，為孩子們留下無可取代的回憶。,zeczec",21 天,2022/10/03 08:00 – 2022/11/06 23:59
2023《365養食曆》｜365天 五行×五季×五臟 養生食補日曆 ,漾品啟鎂,496778.0,999.0,https://www.zeczec.com/projects/calendar365,"這是一本將養食觀念結合東方五行概念的養生食補日曆， 跟著時節這樣吃，讓您食在健康、食全食美！,zeczec",45 天,2022/09/28 12:00 – 2022/11/30 23:59
廚佛瑞德Fred｜三秒入魂川味麻辣燒醬｜就是我十年前，在四川一嚐入魂、難忘至今的頂級香氣和麻辣滋味！,廚佛瑞德 Fred,1393553.0,949.0,https://www.zeczec.com/projects/FredJam,"重現四川老師傅的手藝，把川菜經典的香、麻、辣徹底發揮。「三秒入魂川味麻辣燒醬」純手工熬煮、加入頂規食材，要把當年震撼我的味覺體驗分享給你。,zeczec",16 天,2022/09/22 20:00 – 2022/11/01 23:59
Dcard 愛情曆 - 365天愛情攻略,Dcard,57901.0,780.0,https://www.zeczec.com/projects/dcard,"如果許多電影都翻拍 Dcard 感情故事，如果愛情板蟬聯 5 年度熱門板，如果愛與被愛是人生課題，那 Dcard 為何不出一本愛情攻略，讓更多人少走些冤枉路呢？,zeczec",15 天,2022/10/03 21:00 – 2022/11/01 02:00
2023喵兔Q生活萌日曆｜365天不重複可愛動物插畫×每日召喚好心情療癒魔法,有貓貓,862510.0,740.0,https://www.zeczec.com/projects/yomaomao2023calendar,"365天兔兔與喵喵接棒賣萌，每日杯口笑話一撕就有好心情～每個早晨，都被兔兔與喵喵的軟萌給可愛醒！,zeczec", 15 小時,2022/09/06 11:30 – 2022/10/17 23:59
『SATTO～日本魔法設計皮夾』實現終極收納工藝， 全新定義 #極簡皮夾，招財又吸金 ✨,Neo Choice ,1042161.0,1840.0,https://www.zeczec.com/projects/satto,"採用日本栃木皮革，以最小尺寸為目標的迷你短夾，無需折疊即可放入和取出鈔票。,zeczec",55 天,2022/10/12 20:30 – 2022/12/10 23:59
【RYUU 快拆小包】優雅俐落，陪你流轉於都市之間,RYUU,1585641.0,1580.0,https://www.zeczec.com/projects/ryuu,"告別翻找，極速、便利、時尚，你唯一需要的隨身小包！,zeczec",19 天,2022/09/20 21:00 – 2022/11/05 02:00
正確的頸枕一個就夠了！不正確的枕頭買一萬個也沒用！10天內無條件退貨！【自療醫學頸枕x床墊】專為您量身打造▶如同配眼鏡需要驗光一樣的精準與科學◀,吉古金晶,156810.0,4690.0,https://www.zeczec.com/projects/goldenspine,"獨步全球，專為「自療」頸椎及腰椎研發的醫學頸枕＆床墊，添加負離子，利用睡眠時間，維持您全身的「脊椎神經暢通」，啟動身體的「自我療癒」功能，解決無可避免的頸椎及腰椎問題。,zeczec",34 天,2022/09/21 12:00 – 2022/11/19 23:59
【 專為孩子精心打造｜coobee 2.0 】 2in1 手搖 / 電動雙升降兒童成長書桌，馬達輕鬆拆卸好安裝！美觀、安全、實用兼具！,欣美SingBee,3282041.0,27990.0,https://www.zeczec.com/projects/coobee,"熱銷海內外的coobee 這次進化為電動桌，克服傳統電動桌故障就要整張丟棄的困擾，一張能實現從小用到出社會的兒童電動桌！清新色調，任何裝潢風格都好融入！,zeczec",15 天,2022/08/10 12:00 – 2022/10/31 23:59
2023 親子日曆｜解答你的親子難題，陪伴孩子創作世界,文案的美,1238850.0,999.0,https://www.zeczec.com/projects/parenting-calendar2023,"雙面可玩｜2-10 適用｜重覆使用｜全新主題，解答登場！為難解複雜的親子難題，提供指引方式，讓生活不再打結，安撫孩子每個為什麼，創造家庭溫馨互動的橋梁。,zeczec",10 天,2022/09/27 12:00 – 2022/10/26 23:59
一起把台灣選手送往世界甜點大賽：世界盃西點藝術大賽，用甜點讓台灣看見台灣！,世界盃西點藝術大賽，用甜點讓台灣看見台灣！,1404129.0,300.0,https://www.zeczec.com/projects/team-of-taiwan-mdas-2022,"今年10月2位台灣甜點師王家承、童怡靜，累積多年甜點製作經驗，用心鑽研每道甜點的結構，持續藉由原料與技術的搭配，創作出更多甜點的可能性。,zeczec", 17 小時,2022/09/12 20:00 – 2022/10/18 02:00
【木直牛勿】澐森之巔 再美一年 台灣山月曆,木直牛勿,1500461.0,950.0,https://www.zeczec.com/projects/plantpractice2022,"我們是「木直牛勿」，喜歡山林，也喜歡畫畫。​ 希望透過畫筆，將台灣山林之美帶入各位的生活中：）,zeczec",11 天,2022/09/27 11:30 – 2022/10/28 02:00
【 HTVRONT ｜熱轉印/熱昇華 平燙機】全自動化智慧方案，轉印昇華從此一鍵搞定！,HTVRONT Taiwan,1322780.0,8980.0,https://www.zeczec.com/projects/htvront,"操作直覺、智慧體驗、受熱均勻、安全可靠是我們堅持的平燙機創新首選；而多材料可用、精度出色、轉印面積廣、加熱速度快更是我們的品質追求。自動壓制系統，改進了傳統的手動壓力機。,zeczec",6 天,2022/09/08 12:00 – 2022/10/23 02:00
O'miti 潔淨美膚儀 | 洗臉、卸妝、導入➰️多樣配件輕鬆替換，清潔保養簡單搞定！,lisscode,1147820.0,2180.0,https://www.zeczec.com/projects/o-miti-all-in-one,"台灣設計製造，滿足「全方位肌膚」需求，提供專業、日常、快速洗、卸、保養選擇，找回極淨透亮美肌！,zeczec", 41 小時,2022/09/06 12:00 – 2022/10/19 02:00
你愛喝酒 那你懂酒嗎？｜《醉的有理》2023酒醉日曆,下班族,1045164.0,849.0,https://www.zeczec.com/projects/jiuzuirili,"這是一本沒有要讓你2023清醒的日曆(*^_^*),zeczec",23 天,2022/09/20 21:00 – 2022/11/08 23:59
【Formosan Creatures 島嶼精靈 - 質感金屬車用擴香】開啟自然香氛旅程,Gdesign,152984.0,1280.0,https://www.zeczec.com/projects/formosan-creatures-CarDiffuser,"以四種保育類動物台灣藍鵲、石虎、虎鯨、櫻花鉤吻鮭為主角，融合圖像工藝設計、香氛調製、歌曲創作元素，創作出【島嶼精靈 - 動物圖騰擴香】系列，期待以視、嗅、觸與聽覺體驗記錄美麗的自然生態,zeczec", 17 小時,2022/08/31 20:00 – 2022/10/18 02:00
『Finale2』日本天才發明家小川コータ設計 #人生最後的皮夾,Neo Choice ,451550.0,2260.0,https://www.zeczec.com/projects/finale2,"最強皮夾收納術，始終保持『輕薄1CM』。 日本職人製，最高等級牛皮革和防水保護劑。日本集資近900萬的創意設計皮夾，台灣獨家首賣 😉,zeczec",4 天,2022/09/01 20:30 – 2022/10/20 23:59
職游 x 牌卡 = 運用內在三角形▲ 成為自己的職涯設計師！,職游,603967.0,4680.0,https://www.zeczec.com/projects/careercreator,"我們是「職游」，由職涯諮詢師組成的專業團隊，這次推出 3 套職涯探索牌卡與可無限回看的線上課程，希望大家能透過趣味的職涯探索牌卡，在多變的職場環境中，從探索認識自己的「內在 3 角形」開啟職涯規...,zeczec",16 天,2022/09/26 20:00 – 2022/11/01 23:59
森下 沉浸式調光 LED 吸頂燈｜家的氛圍由你掌控，享受質感生活新濾鏡,MST 森下照明 x 有設計,1804983.0,590.0,https://www.zeczec.com/projects/mst,"2022 最強居家改造計畫，「森下吸頂燈」提供遙控多段調光，可隨心所欲自由調整，搭配四種色光模式，適用各種日常情境，讓你輕鬆打造高質感生活風格。,zeczec",5 天,2022/08/23 10:30 – 2022/10/21 23:59
陳華HuaChen《華與浪漫》專輯實體及週邊商品募資計畫,鮪魚肚影音,322289.0,99.0,https://www.zeczec.com/projects/huachen,"陳華首張個人創作專輯《華與浪漫》專輯於9月16日數位上架，陳華與設計師以勒聯手設計的實體專輯及周邊商品也即將上架，一起從裡到外都被華與浪漫包圍。,zeczec",6 天,2022/09/23 12:00 – 2022/10/22 23:59
2023｜兔兔島｜水墨風超萌撲克牌｜恭喜發牌紅包拿來！,Sandy Chang,88690.0,850.0,https://www.zeczec.com/projects/bunny-island,"以水墨畫風格描繪兔兔柔軟可愛的日常百態及呆萌模樣，在提頓抑揚的筆觸間療癒你的每一天！,zeczec",15 天,2022/10/01 00:00 – 2022/10/31 23:59
KAVi 翻轉咖啡杯｜一杯搞定所有器具，跳脫日常框架、翻轉無限”饗嚮”,錦明實業股份有限公司,729337.0,1410.0,https://www.zeczec.com/projects/viida-kavi,"小孩才作選擇，今天喝什麼我說了算！隱身於隨行杯裡的飲品特調 Bar，讓你再忙都能輕鬆享有手作飲品的好滋味及樂趣味！,zeczec",28 天,2022/09/13 10:30 – 2022/11/13 23:59
【Ardea Alba 白鷺風雨衣】為台灣女性打造，最美的百岳級風雨衣,Fagaceae Taiwan,1081391.0,4940.0,https://www.zeczec.com/projects/ArdeaAlba-Jacket,"百岳等級機能，加上極簡時尚美學，孕育最美百岳級風雨衣！募資限定價不到5,000元，相較價格通常破萬的戶外大牌，更加務實可負擔；規格與價格，從此不必兩難：）,zeczec",15 天,2022/08/25 12:00 – 2022/10/31 23:59
ANAN 智能雙氣墊塑腿科技 | 懶人瘦腿首選 | 很輕 很軟 很好穿 僅僅只是標配 | 一雙顛覆傳統 不可思議的小白鞋,anan385895,1308843.0,980.0,https://www.zeczec.com/projects/anan," 長庚護士的最愛 │ 每走一步 ⏩ 就在塑腿 │ 瘦腿 防靜脈曲張 久站腳痛 一鞋搞定 !!,zeczec",30 天,2022/08/25 12:00 – 2022/11/15 23:59
《用智慧的鑰匙打開每一天》2023 黃金名言日曆｜每日一句人生智慧，開啟生命之光,格林文化,327704.0,756.0,https://www.zeczec.com/projects/grimmpress-2,"讓365位真實英雄、365句金句，陪伴您在充滿未知的2023年，找到指引、大步向前，為生命課題找到可能的解答。,zeczec",15 天,2022/08/31 12:05 – 2022/10/31 23:59
2022台灣芭蕾舞團全新創作 《細雨灑落群山 》蕭泰然C調大提琴協奏曲,台灣芭蕾舞團,368976.0,200.0,https://www.zeczec.com/projects/taiwanballetcompanyperformance,"我們是台灣芭蕾舞團，即將在年底登上衛武營國家藝術文化中心戲劇院演出，台灣芭蕾舞團藝術總監莊媛婷創作舞蹈作品《細雨灑落群山》音樂選自已故台灣音樂家蕭泰然老師作品 「蕭泰然C調大提琴協奏曲」,zeczec",30 天,2022/09/28 20:00 – 2022/11/15 23:59
【2022 德國 iDventure 全新益智密室逃脫遊戲盒 】魔法 vs 科學 | 史詩級的對決！挑戰你的大腦極限！,Amodas,942760.0,3280.0,https://www.zeczec.com/projects/cluebox-v-s,"我們把實境密室逃脫縮小了，德國iDventure全新設計，在工程力學、謎語巧思及材料運用上的突破，不靠運氣全憑你的邏輯智慧！,zeczec",14 天,2022/08/30 11:32 – 2022/10/31 02:00
《貓老闆的路邊攤》最有台灣味的策略遊戲，邀請你一起來稱霸夜市！,蔥哥,184040.0,1170.0,https://www.zeczec.com/projects/TaiwanNightMarket,"最有台灣味的策略遊戲，邀請你一起來稱霸夜市,zeczec",7 天,2022/09/01 20:00 – 2022/10/23 23:59
｜rāz multistand｜咖啡手沖｜火油燈｜擴香｜整合三種日常功能的美感風格器物,b.d.h,1012290.0,6380.0,https://www.zeczec.com/projects/raz-multistand,"擴香、火油燈，與咖啡手沖，一款三式的組合物件，在生活的不同時刻、不同需求中，都能扮演完美稱職的角色。,zeczec",15 天,2022/08/31 21:00 – 2022/10/31 23:59
桌遊 x 立體書 = 夢幻組合！《奇幻樹冒險物語》2022 最歡樂的一場冒險,迷走工作坊,1317114.0,2349.0,https://www.zeczec.com/projects/wonderbook,"《奇幻樹冒險物語》是一款原創的奇幻故事冒險遊戲。結合桌遊「豐富的遊戲機制」與立體書「創新的互動玩法」，易學好教十分鐘就能輕鬆上手，從 10 歲到 99 歲都能快速融入刺激的遊戲情境中！,zeczec",8 天,2022/09/20 12:00 – 2022/10/25 02:00
《愛洗手自動給皂機》募資預購計畫｜終身保固・當您一輩子的依靠｜金馬影后陳淑芳代言｜ 個人衛生保護・抗疫居家必備 ｜長效免用電池｜洗手液台灣 GMP 大廠製造,杰強國際有限公司,424025.0,1350.0,https://www.zeczec.com/projects/ai-xi-shou,"愛洗手自動給皂機，為杰強國際有限公司全新推出的洗手機旗艦機種。這兩年因為疫情的發生，大家開始更注重在個人的衛生習慣，因此創辦人想推出一款提供終身免費保固的自動給皂機，提供給大眾最完善的售後服務，...,zeczec",15 天,2022/08/03 12:00 – 2022/10/31 23:59
J'DOR 全天然兒童黏土 | 不沾黏、加水即可恢復柔軟、植物精油製作｜孩子聖誕節禮物首選｜幼兒安全無毒黏土｜用食材打造玩具 | ,倍格思有限公司,654424.0,550.0,https://www.zeczec.com/projects/jdor,"小孩聖誕節禮物 - 安全無毒兒童黏土 促進小肌肉發展訓練 ｜ 幼兒禮物首選 ｜天然無毒安全黏土！不沾黏、加水即可恢復柔軟！,zeczec",41 天,2022/09/30 21:00 – 2022/11/26 23:59
《Color4玩轉卡套》直橫共用 X 雙面感應｜全台最無敵「玩美」的卡套誕生！,100Thinks,323880.0,850.0,https://www.zeczec.com/projects/color4,"台灣獨家專利結構，機能美型，擁有7大超能力的卡套！,zeczec",30 天,2022/10/12 10:00 – 2022/11/15 23:59
詩人導演盧建彰 Ｘ 零廢時尚Story Wear ｜用零廢時尚與詩集，讓你跟我的世界變好,Story Wear,154230.0,420.0,https://www.zeczec.com/projects/storywear_Kurt,"將詩集背後的故事，穿在身上｜以自由平等博愛為主題，探討生態環境、社會勞權、經濟貧富差距、世代剝奪衝擊，真心誠意，沒有偽裝，紀念你為世界投入的偉大貢獻。,zeczec",33 天,2022/09/21 21:00 – 2022/11/18 23:59
Flōt 舒眠浮樂枕 ｜體驗可調式：物理牽引+漂浮舒壓，雙重舒眠享受的超級機能枕,Jolie有點酷,1620573.0,2480.0,https://www.zeczec.com/projects/trippal-flot,"全面破解惡性循環的失眠魔咒！全球首款~可彈性調整～完美整合「物理微牽引」、「飄浮輕舒壓」、「革新專利材料」與 「全方位人體工學」的精品級舒壓機能枕！,zeczec",17 天,2022/07/12 21:00 – 2022/11/03 02:00
